"","binomial","eq","bm","brm","diet","habitus","suborder","new","bin"
"432","Protoxerus_stangeri",1.63257991872326,6.43178557530291,2.42031671962531,"frugivorous","arboreal","Sciuromorpha","Modified","100-1000"
"433","Psammomys_obesus",0.999902221167934,4.23555473077362,0.262364264467491,"folivorous","saltatorial","Myomorpha","Old","<100"
"434","Pseudomys_hermannsburgensis",1.29115003483731,2.59376105470008,-0.713349887877465,"omnivorous","terrestrial","Myomorpha","Old","<100"
"435","Pseudomys_higginsi",1.08815618639701,4.14313472639153,0.27763173659828,"omnivorous","terrestrial","Myomorpha","New","<100"
"436","Pteromys_volans",1.67753862682586,4.06560209335645,0.65232518603969,"folivorous","gliding","Sciuromorpha","New","<100"
"437","Pteromyscus_pulverulentus",0.994377536497362,5.59563643647365,1.31222158427829,"folivorous","gliding","Sciuromorpha","Modified","100-1000"
"438","Rattus_colletti",1.02109312084659,4.33467293829041,0.393041588109107,"rhizophagous","terrestrial","Myomorpha","New","<100"
"439","Rattus_exulans",0.902913802612611,3.86639782740187,-0.0811666724186601,"omnivorous","terrestrial","Myomorpha","Modified","<100"
"440","Rattus_fuscipes",0.993677386654142,4.70791714077807,0.631012173835841,"omnivorous","terrestrial","Myomorpha","Modified","100-1000"
"441","Rattus_leucopus",1.0455282816411,4.61373835138143,0.625831809415953,"omnivorous","terrestrial","Myomorpha","New","100-1000"
"442","Rattus_lutreolus",1.04856577978463,4.53739432707706,0.571021946907342,"folivorous","terrestrial","Myomorpha","Modified","<100"
"443","Rattus_norvegicus",0.622630540102544,5.37615092075473,0.648044985226296,"omnivorous","terrestrial","Myomorpha","Modified","100-1000"
"444","Rattus_rattus",0.760132995050063,4.89319589032994,0.477027500155584,"omnivorous","arboreal","Myomorpha","Modified","100-1000"
"445","Rattus_tiomanicus",1.24094589999469,4.2076732475291,0.492791990876167,"omnivorous","terrestrial","Myomorpha","New","<100"
"446","Rattus_tunneyi",1.07117286220451,4.34026787655617,0.444210629364851,"folivorous","terrestrial","Myomorpha","Modified","<100"
"447","Rattus_verecundus",1.2751010342241,4.0842942263686,0.427409231613315,"omnivorous","arboreal","Myomorpha","Old","<100"
"448","Ratufa_affinis",1.0761076568079,6.98758231884798,2.43445910326831,"frugivorous","arboreal","Sciuromorpha","Modified",">1000"
"449","Ratufa_bicolor",0.926786260730393,7.18538701558042,2.43417109457188,"frugivorous","arboreal","Sciuromorpha","Old",">1000"
"450","Ratufa_indica",0.876499262941849,7.38104399122165,2.5072902839626,"frugivorous","arboreal","Sciuromorpha","Modified",">1000"
"451","Reithrodontomys_megalotis",1.24636393704777,2.37024374146786,-0.880923588036864,"granivorous","terrestrial","Myomorpha","Old","<100"
"452","Rhabdomys_pumilio",0.692956529570224,3.81129790656132,-0.444106523652182,"folivorous","terrestrial","Myomorpha","Modified","<100"
"453","Rhinosciurus_laticaudatus",1.42124029241313,5.37681924095287,1.50127880093769,"animalivorous","terrestrial","Sciuromorpha","Modified","100-1000"
